t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
731,-22.0261,53.57,-2.77434,108.212,149.535,1.70235,209.08,90.6316,381.438,678.869,1306.67,589.617,2838.86,427.82,4481.88,342.854
732,-25.7912,51.8627,-5.79644,108.093,149.486,4.27613,208.243,92.5415,380.455,679.42,1306.33,590.375,2838.77,428.401,4481.84,343.322
733,-29.4248,49.891,-8.81402,107.89,149.391,6.84865,207.389,94.4437,379.471,679.971,1305.98,591.132,2838.68,428.982,4481.8,343.79
734,-32.9085,47.6651,-11.8247,107.602,149.253,9.41915,206.518,96.3379,378.486,680.52,1305.64,591.889,2838.6,429.563,4481.77,344.258
735,-36.2244,45.1963,-14.8262,107.23,149.071,11.9869,205.629,98.2241,377.5,681.067,1305.29,592.646,2838.51,430.144,4481.73,344.726
736,-39.3558,42.4972,-17.816,106.774,148.844,14.551,204.723,100.102,376.513,681.613,1304.95,593.403,2838.42,430.724,4481.7,345.194
737,-42.2866,39.5814,-20.792,106.235,148.573,17.1109,203.8,101.972,375.526,682.158,1304.6,594.16,2838.33,431.305,4481.66,345.662
738,-45.0018,36.464,-23.7517,105.614,148.258,19.6656,202.86,103.833,374.537,682.701,1304.26,594.916,2838.24,431.886,4481.62,346.13
739,-47.4878,33.1607,-26.6929,104.909,147.899,22.2146,201.903,105.685,373.548,683.243,1303.91,595.673,2838.15,432.467,4481.59,346.598
740,-49.7316,29.6885,-29.6132,104.123,147.497,24.757,200.929,107.529,372.558,683.783,1303.56,596.429,2838.07,433.048,4481.55,347.066
741,-51.7221,26.0649,-32.5104,103.255,147.051,27.292,199.938,109.363,371.568,684.322,1303.22,597.185,2837.98,433.628,4481.51,347.534
742,-53.4489,22.3084,-35.3822,102.307,146.561,29.819,198.931,111.188,370.576,684.859,1302.87,597.94,2837.89,434.209,4481.48,348.003
743,-54.9032,18.4383,-38.2264,101.279,146.028,32.3372,197.907,113.004,369.584,685.395,1302.52,598.696,2837.8,434.79,4481.44,348.471
744,-56.0777,14.4741,-41.0407,100.172,145.451,34.8457,196.866,114.811,368.591,685.93,1302.17,599.451,2837.71,435.37,4481.4,348.939
745,-56.9663,10.4362,-43.823,98.9863,144.832,37.344,195.809,116.608,367.598,686.463,1301.82,600.206,2837.62,435.951,4481.37,349.407
746,-57.5644,6.34509,-46.571,97.7236,144.17,39.8312,194.735,118.395,366.603,686.995,1301.47,600.961,2837.53,436.532,4481.33,349.875
747,-57.8691,2.22161,-49.2827,96.3845,143.465,42.3066,193.645,120.173,365.608,687.525,1301.12,601.716,2837.44,437.112,4481.29,350.343
748,-57.8787,-1.91319,-51.9559,94.9702,142.717,44.7695,192.539,121.94,364.612,688.054,1300.77,602.47,2837.35,437.693,4481.26,350.811
749,-57.5932,-6.03824,-54.5885,93.4817,141.927,47.2191,191.417,123.697,363.615,688.581,1300.42,603.224,2837.26,438.273,4481.22,351.279
750,-57.014,-10.1325,-57.1785,91.9203,141.096,49.6548,190.279,125.444,362.617,689.107,1300.07,603.978,2837.17,438.854,4481.18,351.747
751,-56.144,-14.1751,-59.7238,90.287,140.222,52.0758,189.124,127.18,361.619,689.632,1299.72,604.732,2837.08,439.434,4481.15,352.215
752,-54.9877,-18.1453,-62.2225,88.5832,139.307,54.4813,187.954,128.905,360.62,690.155,1299.37,605.486,2836.99,440.015,4481.11,352.683
753,-53.5509,-22.0231,-64.6726,86.8103,138.351,56.8707,186.769,130.62,359.62,690.676,1299.02,606.239,2836.9,440.595,4481.07,353.151
754,-51.8409,-25.7884,-67.0722,84.9696,137.354,59.2433,185.567,132.324,358.62,691.196,1298.66,606.993,2836.81,441.176,4481.04,353.619
755,-49.8664,-29.4222,-69.4194,83.0625,136.316,61.5984,184.351,134.017,357.618,691.715,1298.31,607.746,2836.72,441.756,4481,354.087
756,-47.6375,-32.9059,-71.7124,81.0905,135.238,63.9352,183.118,135.698,356.616,692.232,1297.96,608.498,2836.63,442.337,4480.96,354.555
757,-45.1656,-36.2217,-73.9494,79.0552,134.119,66.2531,181.871,137.369,355.613,692.748,1297.6,609.251,2836.54,442.917,4480.93,355.023
758,-42.4631,-39.3526,-76.1287,76.9582,132.961,68.5514,180.608,139.027,354.61,693.262,1297.25,610.004,2836.45,443.498,4480.89,355.491
759,-39.544,-42.2828,-78.2485,74.8011,131.764,70.8294,179.33,140.675,353.606,693.775,1296.89,610.756,2836.36,444.078,4480.85,355.959
760,-36.423,-44.9971,-80.3071,72.5856,130.528,73.0865,178.037,142.31,352.6,694.287,1296.54,611.508,2836.27,444.658,4480.81,356.427
761,-33.1161,-47.4817,-82.3031,70.3133,129.253,75.3219,176.729,143.933,351.595,694.796,1296.18,612.26,2836.17,445.239,4480.78,356.895
762,-29.6402,-49.7239,-84.2348,67.9862,127.94,77.5351,175.406,145.545,350.588,695.305,1295.82,613.011,2836.08,445.819,4480.74,357.363
763,-26.0129,-51.7123,-86.1007,65.606,126.589,79.7253,174.069,147.144,349.581,695.812,1295.47,613.763,2835.99,446.399,4480.7,357.831
764,-22.2528,-53.4367,-87.8993,63.1745,125.2,81.8919,172.717,148.731,348.573,696.318,1295.11,614.514,2835.9,446.98,4480.66,358.299
765,-18.3792,-54.8882,-89.6293,60.6937,123.775,84.0343,171.351,150.305,347.564,696.822,1294.75,615.265,2835.81,447.56,4480.63,358.767
766,-14.4116,-56.0595,-91.2892,58.1655,122.313,86.1518,169.97,151.867,346.555,697.324,1294.39,616.015,2835.72,448.14,4480.59,359.235
767,-10.3705,-56.9445,-92.8779,55.5918,120.814,88.2439,168.575,153.416,345.544,697.826,1294.03,616.766,2835.62,448.72,4480.55,359.703
768,-6.2764,-57.5387,-94.394,52.9747,119.28,90.3098,167.166,154.953,344.534,698.325,1293.68,617.516,2835.53,449.301,4480.51,360.171
769,-2.15026,-57.839,-95.8364,50.3163,117.711,92.3491,165.743,156.476,343.522,698.824,1293.32,618.267,2835.44,449.881,4480.48,360.639
770,1.98687,-57.8439,-97.2039,47.6185,116.107,94.361,164.306,157.986,342.51,699.32,1292.96,619.017,2835.35,450.461,4480.44,361.107
771,6.11385,-57.5533,-98.4955,44.8836,114.468,96.345,162.856,159.484,341.496,699.816,1292.6,619.766,2835.26,451.041,4480.4,361.575
772,10.2096,-56.9688,-99.7101,42.1136,112.796,98.3005,161.392,160.967,340.483,700.309,1292.24,620.516,2835.16,451.621,4480.36,362.043
773,14.2532,-56.0933,-100.847,39.3107,111.09,100.227,159.914,162.438,339.468,700.802,1291.87,621.265,2835.07,452.202,4480.32,362.511
774,18.224,-54.9312,-101.905,36.477,109.352,102.124,158.423,163.894,338.453,701.293,1291.51,622.014,2834.98,452.782,4480.29,362.979
775,22.1017,-53.4885,-102.883,33.6149,107.581,103.99,156.918,165.337,337.437,701.782,1291.15,622.763,2834.88,453.362,4480.25,363.447
776,25.8665,-51.7726,-103.781,30.7265,105.778,105.826,155.401,166.766,336.42,702.27,1290.79,623.512,2834.79,453.942,4480.21,363.915
777,29.4991,-49.7921,-104.598,27.8141,103.944,107.631,153.871,168.182,335.403,702.757,1290.42,624.26,2834.7,454.522,4480.17,364.383
778,32.9811,-47.5573,-105.333,24.88,102.079,109.403,152.327,169.583,334.385,703.242,1290.06,625.009,2834.6,455.102,4480.13,364.851
779,36.2945,-45.0796,-105.986,21.9265,100.184,111.144,150.771,170.97,333.366,703.725,1289.7,625.757,2834.51,455.682,4480.1,365.318
780,39.4226,-42.3715,-106.556,18.9558,98.2598,112.851,149.202,172.343,332.347,704.207,1289.33,626.504,2834.42,456.262,4480.06,365.786
781,42.3492,-39.447,-107.043,15.9703,96.3062,114.525,147.621,173.701,331.327,704.688,1288.97,627.252,2834.32,456.842,4480.02,366.254
782,45.0595,-36.321,-107.446,12.9723,94.3241,116.166,146.028,175.045,330.306,705.167,1288.6,628,2834.23,457.422,4479.98,366.722
783,47.5397,-33.0094,-107.765,9.96418,92.3141,117.772,144.422,176.374,329.284,705.645,1288.24,628.747,2834.14,458.002,4479.94,367.19
784,49.777,-29.5292,-108,6.94827,90.2769,119.343,142.804,177.688,328.262,706.121,1287.87,629.494,2834.04,458.582,4479.9,367.658
785,51.76,-25.8982,-108.15,3.92694,88.2129,120.878,141.175,178.988,327.239,706.596,1287.51,630.241,2833.95,459.162,4479.87,368.126
786,53.4786,-22.1349,-108.216,0.902539,86.1228,122.379,139.533,180.272,326.215,707.069,1287.14,630.987,2833.85,459.741,4479.83,368.594
787,54.9241,-18.2585,-108.198,-2.12257,84.0073,123.842,137.88,181.542,325.191,707.54,1286.77,631.734,2833.76,460.321,4479.79,369.062
788,56.0891,-14.2889,-108.094,-5.14601,81.867,125.27,136.215,182.796,324.166,708.011,1286.4,632.48,2833.66,460.901,4479.75,369.53
789,56.9677,-10.2463,-107.907,-8.16543,79.7025,126.66,134.539,184.035,323.141,708.479,1286.04,633.226,2833.57,461.481,4479.71,369.997
790,57.5553,-6.15136,-107.635,-11.1785,77.5144,128.013,132.852,185.258,322.114,708.947,1285.67,633.971,2833.48,462.061,4479.67,370.465
791,57.849,-2.02502,-107.278,-14.1828,75.3034,129.328,131.153,186.467,321.087,709.412,1285.3,634.717,2833.38,462.641,4479.63,370.933
792,57.8474,2.11166,-106.838,-17.176,73.0701,130.605,129.444,187.659,320.06,709.877,1284.93,635.462,2833.29,463.22,4479.6,371.401
793,57.5504,6.23757,-106.315,-20.1557,70.8152,131.843,127.723,188.836,319.031,710.339,1284.56,636.207,2833.19,463.8,4479.56,371.869
794,56.9596,10.3316,-105.708,-23.1198,68.5394,133.042,125.992,189.997,318.002,710.801,1284.19,636.952,2833.1,464.38,4479.52,372.337
795,56.078,14.373,-105.019,-26.0657,66.2434,134.202,124.251,191.142,316.973,711.261,1283.82,637.697,2833,464.96,4479.48,372.805
796,54.9102,18.3409,-104.247,-28.9913,63.9278,135.322,122.499,192.271,315.942,711.719,1283.45,638.441,2832.9,465.539,4479.44,373.273
797,53.4621,22.2153,-103.394,-31.8941,61.5933,136.402,120.737,193.385,314.911,712.176,1283.07,639.186,2832.81,466.119,4479.4,373.74
798,51.7412,25.9762,-102.46,-34.7721,59.2406,137.442,118.965,194.482,313.88,712.631,1282.7,639.93,2832.71,466.699,4479.36,374.208
799,49.7562,29.6047,-101.446,-37.6228,56.8703,138.442,117.183,195.562,312.847,713.085,1282.33,640.673,2832.62,467.278,4479.32,374.676
800,47.5174,33.082,-100.353,-40.4441,54.4833,139.4,115.391,196.627,311.814,713.537,1281.96,641.417,2832.52,467.858,4479.28,375.144
801,45.0361,36.3906,-99.1811,-43.2338,52.0802,140.317,113.589,197.674,310.781,713.988,1281.58,642.16,2832.43,468.437,4479.24,375.612
802,42.3251,39.5135,-97.9316,-45.9897,49.6617,141.193,111.778,198.706,309.746,714.437,1281.21,642.903,2832.33,469.017,4479.2,376.08
803,39.3982,42.4349,-96.6056,-48.7096,47.2285,142.027,109.958,199.721,308.711,714.885,1280.84,643.646,2832.23,469.596,4479.16,376.547
804,36.2703,45.1398,-95.204,-51.3913,44.7814,142.819,108.128,200.719,307.676,715.331,1280.46,644.389,2832.14,470.176,4479.13,377.015
805,32.9574,47.6145,-93.7279,-54.0329,42.321,143.569,106.289,201.7,306.64,715.776,1280.09,645.132,2832.04,470.755,4479.09,377.483
806,29.4764,49.8464,-92.1785,-56.6322,39.8481,144.276,104.442,202.665,305.603,716.22,1279.71,645.874,2831.94,471.335,4479.05,377.951
807,25.8452,51.8241,-90.557,-59.1872,37.3635,144.941,102.585,203.612,304.565,716.661,1279.33,646.616,2831.85,471.914,4479.01,378.419
808,22.0821,53.5376,-88.8646,-61.6959,34.8678,145.563,100.721,204.543,303.527,717.102,1278.96,647.358,2831.75,472.494,4478.97,378.887
809,18.2065,54.9781,-87.1027,-64.1563,32.3618,146.142,98.8473,205.456,302.488,717.541,1278.58,648.1,2831.65,473.073,4478.93,379.354
810,14.238,56.1383,-85.2726,-66.5665,29.8463,146.678,96.9658,206.352,301.449,717.978,1278.2,648.841,2831.56,473.653,4478.89,379.822
811,10.197,57.0123,-83.3758,-68.9246,27.3219,147.171,95.0761,207.231,300.409,718.414,1277.83,649.582,2831.46,474.232,4478.85,380.29
812,6.104,57.5957,-81.4137,-71.2288,24.7895,147.62,93.1786,208.093,299.368,718.848,1277.45,650.323,2831.36,474.812,4478.81,380.758
813,1.97988,57.8856,-79.3879,-73.4773,22.2498,148.025,91.2732,208.937,298.327,719.281,1277.07,651.064,2831.26,475.391,4478.77,381.226
814,-2.15433,57.8804,-77.3,-75.6682,19.7035,148.387,89.3602,209.764,297.285,719.712,1276.69,651.804,2831.17,475.97,4478.73,381.693
815,-6.27756,57.5802,-75.1516,-77.7999,17.1513,148.705,87.4397,210.573,296.242,720.142,1276.31,652.545,2831.07,476.55,4478.69,382.161
816,-10.3688,56.9866,-72.9444,-79.8707,14.5941,148.979,85.5119,211.365,295.199,720.57,1275.93,653.285,2830.97,477.129,4478.65,382.629
817,-14.4072,56.1026,-70.6801,-81.8789,12.0326,149.209,83.577,212.139,294.155,720.997,1275.55,654.025,2830.87,477.708,4478.61,383.097
818,-18.3722,54.9327,-68.3604,-83.8231,9.46757,149.395,81.6351,212.895,293.111,721.422,1275.17,654.764,2830.78,478.287,4478.57,383.564
819,-22.2435,53.4829,-65.9872,-85.7017,6.89971,149.537,79.6864,213.634,292.066,721.846,1274.79,655.504,2830.68,478.867,4478.53,384.032
820,-26.0016,51.7606,-63.5624,-87.5131,4.32982,149.634,77.731,214.354,291.02,722.268,1274.41,656.243,2830.58,479.446,4478.49,384.5
821,-29.6271,49.7745,-61.0878,-89.2561,1.75866,149.688,75.7691,215.057,289.974,722.689,1274.03,656.982,2830.48,480.025,4478.45,384.968
822,-33.1017,47.5348,-58.5654,-90.9291,-0.813029,149.697,73.8009,215.742,288.927,723.108,1273.64,657.721,2830.38,480.604,4478.41,385.435
823,-36.4076,45.0529,-55.9971,-92.531,-3.38447,149.662,71.8265,216.409,287.88,723.526,1273.26,658.46,2830.28,481.183,4478.37,385.903
824,-39.5279,42.3414,-53.3849,-94.0604,-5.95492,149.583,69.8462,217.057,286.832,723.942,1272.88,659.198,2830.18,481.762,4478.33,386.371
825,-42.4469,39.4142,-50.731,-95.5162,-8.5236,149.459,67.8599,217.688,285.783,724.356,1272.49,659.936,2830.09,482.342,4478.29,386.839
826,-45.1496,36.2862,-48.0373,-96.8971,-11.0898,149.292,65.8681,218.3,284.734,724.769,1272.11,660.674,2829.99,482.921,4478.24,387.306
827,-47.6222,32.9732,-45.306,-98.2022,-13.6527,149.08,63.8707,218.894,283.684,725.181,1271.72,661.412,2829.89,483.5,4478.2,387.774
828,-49.8522,29.4923,-42.5393,-99.4303,-16.2115,148.825,61.8679,219.47,282.633,725.591,1271.34,662.149,2829.79,484.079,4478.16,388.242
829,-51.8281,25.861,-39.7392,-100.581,-18.7656,148.525,59.86,220.027,281.582,726,1270.95,662.886,2829.69,484.658,4478.12,388.71
830,-53.5399,22.098,-36.908,-101.652,-21.3141,148.182,57.8472,220.567,280.53,726.407,1270.57,663.623,2829.59,485.237,4478.08,389.177
831,-54.9788,18.2223,-34.0478,-102.644,-23.8563,147.795,55.8294,221.087,279.478,726.812,1270.18,664.36,2829.49,485.816,4478.04,389.645
832,-56.1375,14.2538,-31.161,-103.555,-26.3915,147.364,53.807,221.589,278.425,727.216,1269.79,665.097,2829.39,486.395,4478,390.113
833,-57.0101,10.2126,-28.2498,-104.386,-28.9189,146.89,51.7802,222.073,277.372,727.619,1269.41,665.833,2829.29,486.974,4477.96,390.58
834,-57.5921,6.11941,-25.3165,-105.134,-31.4378,146.372,49.7489,222.538,276.318,728.02,1269.02,666.569,2829.19,487.553,4477.92,391.048
835,-57.8805,1.99499,-22.3633,-105.801,-33.9474,145.812,47.7136,222.985,275.263,728.419,1268.63,667.305,2829.09,488.132,4477.88,391.516
836,-57.8738,-2.1396,-19.3927,-106.384,-36.4469,145.208,45.6742,223.413,274.208,728.817,1268.24,668.041,2828.99,488.71,4477.84,391.984
837,-57.5721,-6.26329,-16.4068,-106.884,-38.9357,144.561,43.6311,223.822,273.153,729.213,1267.85,668.776,2828.89,489.289,4477.8,392.451
838,-56.9768,-10.355,-13.408,-107.3,-41.413,143.872,41.5843,224.212,272.096,729.608,1267.47,669.511,2828.79,489.868,4477.75,392.919
839,-56.091,-14.394,-10.3988,-107.632,-43.878,143.14,39.534,224.584,271.039,730.001,1267.08,670.246,2828.69,490.447,4477.71,393.387
840,-54.9191,-18.3595,-7.38142,-107.88,-46.3301,142.365,37.4804,224.937,269.982,730.393,1266.69,670.981,2828.59,491.026,4477.67,393.854
841,-53.4672,-22.2314,-4.35825,-108.044,-48.7686,141.549,35.4237,225.272,268.924,730.783,1266.3,671.716,2828.49,491.605,4477.63,394.322
842,-51.7425,-25.9899,-1.33167,-108.122,-51.1926,140.691,33.364,225.587,267.865,731.172,1265.9,672.45,2828.39,492.183,4477.59,394.79
843,-49.7539,-29.6158,1.69596,-108.116,-53.6015,139.792,31.3015,225.884,266.806,731.559,1265.51,673.184,2828.29,492.762,4477.55,395.257
844,-47.5115,-33.0907,4.72226,-108.026,-55.9946,138.851,29.2365,226.161,265.747,731.945,1265.12,673.918,2828.18,493.341,4477.51,395.725
845,-45.0266,-36.3967,7.74486,-107.85,-58.3712,137.869,27.169,226.42,264.686,732.329,1264.73,674.652,2828.08,493.919,4477.47,396.193
846,-42.312,-39.5169,10.7614,-107.59,-60.7305,136.847,25.0992,226.66,263.626,732.711,1264.34,675.385,2827.98,494.498,4477.42,396.66
847,-39.3815,-42.4356,13.7695,-107.246,-63.0719,135.784,23.0273,226.881,262.564,733.092,1263.94,676.118,2827.88,495.077,4477.38,397.128
848,-36.25,-45.1376,16.7668,-106.818,-65.3947,134.681,20.9535,227.083,261.502,733.472,1263.55,676.851,2827.78,495.655,4477.34,397.595
849,-32.9334,-47.6093,19.751,-106.306,-67.6981,133.538,18.878,227.266,260.44,733.849,1263.16,677.584,2827.68,496.234,4477.3,398.063
850,-29.4488,-49.8379,22.7197,-105.71,-69.9816,132.356,16.8008,227.43,259.377,734.226,1262.76,678.316,2827.57,496.813,4477.26,398.531
851,-25.8138,-51.8121,25.6705,-105.032,-72.2444,131.135,14.7223,227.575,258.313,734.601,1262.37,679.049,2827.47,497.391,4477.22,398.998
852,-22.047,-53.5218,28.6013,-104.272,-74.4859,129.875,12.6425,227.702,257.249,734.974,1261.97,679.781,2827.37,497.97,4477.17,399.466
853,-18.1677,-54.9582,31.5097,-103.429,-76.7055,128.577,10.5617,227.809,256.185,735.346,1261.58,680.512,2827.27,498.548,4477.13,399.934
854,-14.1956,-56.114,34.3933,-102.506,-78.9023,127.241,8.48005,227.897,255.119,735.716,1261.18,681.244,2827.17,499.127,4477.09,400.401
855,-10.151,-56.9832,37.25,-101.503,-81.0759,125.867,6.39765,227.966,254.054,736.085,1260.78,681.975,2827.06,499.705,4477.05,400.869
856,-6.05454,-57.5614,40.0775,-100.419,-83.2255,124.456,4.31472,228.016,252.988,736.452,1260.39,682.707,2826.96,500.284,4477.01,401.336
857,-1.92716,-57.8456,42.8736,-99.2575,-85.3506,123.009,2.23143,228.047,251.921,736.817,1259.99,683.437,2826.86,500.862,4476.96,401.804
858,2.21005,-57.8344,45.6361,-98.0178,-87.4505,121.525,0.147955,228.058,250.853,737.181,1259.59,684.168,2826.76,501.441,4476.92,402.272
859,6.33598,-57.5277,48.3628,-96.7013,-89.5245,120.005,-1.93553,228.051,249.786,737.544,1259.19,684.899,2826.65,502.019,4476.88,402.739
860,10.4295,-56.9271,51.0517,-95.309,-91.5722,118.45,-4.01885,228.025,248.717,737.905,1258.79,685.629,2826.55,502.598,4476.84,403.207
861,14.4698,-56.0358,53.7005,-93.842,-93.5927,116.859,-6.10184,227.98,247.648,738.264,1258.39,686.359,2826.45,503.176,4476.8,403.674
862,18.4362,-54.8581,56.3072,-92.3015,-95.5857,115.235,-8.18431,227.916,246.579,738.622,1257.99,687.088,2826.34,503.754,4476.75,404.142
863,22.3084,-53.4002,58.8698,-90.6886,-97.5505,113.576,-10.2661,227.832,245.509,738.978,1257.6,687.818,2826.24,504.333,4476.71,404.61
864,26.0666,-51.6694,61.3862,-89.0046,-99.4864,111.884,-12.347,227.73,244.439,739.333,1257.19,688.547,2826.14,504.911,4476.67,405.077
865,29.6916,-49.6747,63.8545,-87.2509,-101.393,110.159,-14.4269,227.609,243.368,739.686,1256.79,689.276,2826.03,505.489,4476.63,405.545
866,33.1649,-47.4261,66.2728,-85.4287,-103.27,108.401,-16.5056,227.468,242.296,740.038,1256.39,690.005,2825.93,506.067,4476.58,406.012
867,36.4688,-44.9352,68.6392,-83.5397,-105.116,106.611,-18.5829,227.309,241.225,740.388,1255.99,690.734,2825.83,506.646,4476.54,406.48
868,39.5863,-42.2148,70.9517,-81.5851,-106.931,104.79,-20.6587,227.131,240.152,740.736,1255.59,691.462,2825.72,507.224,4476.5,406.947
869,42.5016,-39.2786,73.2086,-79.5666,-108.714,102.938,-22.7327,226.933,239.079,741.083,1255.19,692.19,2825.62,507.802,4476.46,407.415
870,45.1997,-36.1418,75.4082,-77.4857,-110.466,101.055,-24.8049,226.717,238.006,741.429,1254.78,692.918,2825.51,508.38,4476.41,407.882
871,47.6669,-32.8203,77.5486,-75.3441,-112.185,99.1426,-26.8749,226.482,236.932,741.773,1254.38,693.646,2825.41,508.958,4476.37,408.35
872,49.8906,-29.3312,79.6283,-73.1435,-113.871,97.201,-28.9427,226.228,235.857,742.115,1253.98,694.373,2825.3,509.537,4476.33,408.818
873,51.8593,-25.6921,81.6456,-70.8855,-115.523,95.2306,-31.0081,225.955,234.782,742.456,1253.57,695.1,2825.2,510.115,4476.29,409.285
874,53.5632,-21.9219,83.5989,-68.5719,-117.141,93.2321,-33.0709,225.663,233.707,742.795,1253.17,695.827,2825.1,510.693,4476.24,409.753
875,54.9934,-18.0396,85.4866,-66.2047,-118.724,91.2061,-35.131,225.352,232.631,743.132,1252.76,696.554,2824.99,511.271,4476.2,410.22
876,56.1428,-14.0652,87.3074,-63.7855,-120.272,89.1532,-37.1881,225.023,231.555,743.469,1252.36,697.281,2824.89,511.849,4476.16,410.688
877,57.0053,-10.019,89.0598,-61.3163,-121.785,87.074,-39.2421,224.674,230.478,743.803,1251.95,698.007,2824.78,512.427,4476.11,411.155
878,57.5768,-5.92155,90.7423,-58.7991,-123.262,84.969,-41.2928,224.307,229.4,744.136,1251.55,698.733,2824.68,513.005,4476.07,411.623
879,57.8541,-1.79389,92.3538,-56.2359,-124.703,82.839,-43.3401,223.922,228.322,744.467,1251.14,699.459,2824.57,513.583,4476.03,412.09
880,57.8361,2.34293,93.8929,-53.6285,-126.106,80.6845,-45.3837,223.517,227.244,744.797,1250.73,700.184,2824.46,514.161,4475.98,412.558
881,57.5227,6.46779,95.3584,-50.9791,-127.473,78.5062,-47.4236,223.094,226.165,745.126,1250.32,700.909,2824.36,514.739,4475.94,413.025
882,56.9156,10.5596,96.7491,-48.2898,-128.802,76.3047,-49.4595,222.652,225.086,745.452,1249.92,701.635,2824.25,515.317,4475.9,413.493
883,56.0179,14.5976,98.0641,-45.5626,-130.093,74.0807,-51.4912,222.192,224.006,745.777,1249.51,702.359,2824.15,515.895,4475.85,413.96
884,54.8343,18.561,99.3023,-42.7998,-131.345,71.8348,-53.5187,221.713,222.926,746.101,1249.1,703.084,2824.04,516.473,4475.81,414.428
885,53.3707,22.4296,100.463,-40.0034,-132.558,69.5677,-55.5417,221.215,221.845,746.423,1248.69,703.808,2823.94,517.05,4475.77,414.895
886,51.6348,26.1838,101.544,-37.1756,-133.733,67.2801,-57.5601,220.7,220.764,746.743,1248.28,704.533,2823.83,517.628,4475.72,415.363
887,49.6354,29.8044,102.546,-34.3187,-134.868,64.9726,-59.5736,220.165,219.682,747.062,1247.87,705.256,2823.72,518.206,4475.68,415.83
888,47.3826,33.2729,103.468,-31.435,-135.963,62.6459,-61.5822,219.613,218.6,747.38,1247.46,705.98,2823.62,518.784,4475.64,416.297
889,44.8882,36.5716,104.309,-28.5266,-137.018,60.3007,-63.5856,219.042,217.518,747.695,1247.05,706.704,2823.51,519.362,4475.59,416.765
890,42.1647,39.6837,105.068,-25.5958,-138.033,57.9378,-65.5837,218.452,216.435,748.009,1246.64,707.427,2823.4,519.939,4475.55,417.232
891,39.2261,42.5934,105.744,-22.645,-139.006,55.5577,-67.5764,217.845,215.351,748.322,1246.23,708.15,2823.3,520.517,4475.51,417.7
892,36.0874,45.2859,106.338,-19.6765,-139.939,53.1611,-69.5634,217.219,214.267,748.633,1245.81,708.872,2823.19,521.095,4475.46,418.167
893,32.7646,47.7473,106.849,-16.6926,-140.83,50.7489,-71.5446,216.575,213.183,748.943,1245.4,709.595,2823.08,521.673,4475.42,418.635
894,29.2748,49.9653,107.275,-13.6955,-141.68,48.3218,-73.5198,215.913,212.098,749.25,1244.99,710.317,2822.98,522.25,4475.38,419.102
895,25.6357,51.9285,107.618,-10.6878,-142.488,45.8803,-75.4889,215.233,211.013,749.557,1244.57,711.039,2822.87,522.828,4475.33,419.57
896,21.8659,53.6269,107.877,-7.67167,-143.254,43.4253,-77.4516,214.535,209.927,749.861,1244.16,711.761,2822.76,523.405,4475.29,420.037
897,17.9846,55.0519,108.051,-4.64953,-143.977,40.9575,-79.4079,213.819,208.841,750.165,1243.75,712.482,2822.65,523.983,4475.24,420.504
898,14.0116,56.1962,108.14,-1.62375,-144.658,38.4775,-81.3576,213.086,207.755,750.466,1243.33,713.204,2822.55,524.561,4475.2,420.972
899,9.96715,57.0541,108.145,1.4033,-145.297,35.9862,-83.3005,212.334,206.668,750.766,1242.92,713.925,2822.44,525.138,4475.16,421.439
900,5.87194,57.6212,108.065,4.42925,-145.892,33.4843,-85.2364,211.565,205.58,751.065,1242.5,714.645,2822.33,525.716,4475.11,421.907
901,1.7468,57.8946,107.9,7.45174,-146.444,30.9725,-87.1652,210.778,204.492,751.362,1242.09,715.366,2822.22,526.293,4475.07,422.374
902,-2.38725,57.8729,107.651,10.4684,-146.953,28.4515,-89.0868,209.974,203.404,751.657,1241.67,716.086,2822.12,526.871,4475.02,422.841
903,-6.50913,57.5564,107.318,13.4769,-147.419,25.9222,-91.0008,209.152,202.315,751.951,1241.25,716.806,2822.01,527.448,4474.98,423.309
904,-10.5978,56.9465,106.901,16.4748,-147.841,23.3851,-92.9073,208.312,201.226,752.243,1240.83,717.526,2821.9,528.026,4474.93,423.776
905,-14.6325,56.0465,106.4,19.4598,-148.219,20.8412,-94.8061,207.455,200.137,752.533,1240.42,718.246,2821.79,528.603,4474.89,424.244
906,-18.5927,54.8609,105.815,22.4296,-148.554,18.2911,-96.6969,206.581,199.047,752.822,1240,718.965,2821.68,529.18,4474.85,424.711
907,-22.4581,53.3958,105.148,25.3818,-148.845,15.7357,-98.5796,205.69,197.956,753.11,1239.58,719.684,2821.57,529.758,4474.8,425.178
908,-26.2091,51.6586,104.399,28.3141,-149.091,13.1755,-100.454,204.781,196.865,753.395,1239.16,720.403,2821.47,530.335,4474.76,425.646
909,-29.8266,49.6582,103.568,31.2243,-149.294,10.6115,-102.32,203.855,195.774,753.68,1238.74,721.122,2821.36,530.912,4474.71,426.113
910,-33.2921,47.4049,102.655,34.1101,-149.452,8.04433,-104.178,202.913,194.682,753.962,1238.32,721.84,2821.25,531.49,4474.67,426.581
911,-36.588,44.91,101.663,36.9692,-149.567,5.47479,-106.027,201.953,193.59,754.243,1237.9,722.558,2821.14,532.067,4474.62,427.048
