t,Mercury_x,Mercury_y,Venus_x,Venus_y,Earth_x,Earth_y,Mars_x,Mars_y,Jupiter_x,Jupiter_y,Saturn_x,Saturn_y,Uranus_x,Uranus_y,Neptune_x,Neptune_y
266,57.2036,8.94819,43.5243,99.0774,-20.2644,-148.172,-173.063,148.225,721.517,292.683,1416.91,220.226,2866.74,156.182,4493.26,124.865
267,56.4193,13.0088,40.7379,100.256,-17.7111,-148.498,-174.411,146.635,721.093,293.728,1416.78,221.048,2866.7,156.768,4493.25,125.334
268,55.3473,17.0031,37.9196,101.356,-15.1526,-148.781,-175.745,145.033,720.667,294.773,1416.66,221.869,2866.67,157.355,4493.24,125.803
269,53.9928,20.9106,35.0716,102.376,-12.5896,-149.02,-177.064,143.418,720.239,295.816,1416.53,222.69,2866.64,157.941,4493.22,126.273
270,52.3629,24.7115,32.1963,103.317,-10.0229,-149.214,-178.369,141.791,719.81,296.86,1416.4,223.511,2866.61,158.528,4493.21,126.742
271,50.4658,28.3863,29.2958,104.177,-7.45324,-149.365,-179.658,140.153,719.379,297.902,1416.27,224.332,2866.58,159.114,4493.2,127.211
272,48.3113,31.9162,26.3724,104.955,-4.88134,-149.471,-180.932,138.503,718.947,298.944,1416.14,225.153,2866.54,159.701,4493.18,127.68
273,45.9104,35.2834,23.4284,105.652,-2.308,-149.533,-182.191,136.841,718.513,299.985,1416,225.974,2866.51,160.287,4493.17,128.15
274,43.2753,38.4706,20.4661,106.266,0.266029,-149.55,-183.435,135.168,718.078,301.026,1415.87,226.795,2866.48,160.874,4493.16,128.619
275,40.4193,41.4615,17.4877,106.796,2.83998,-149.524,-184.664,133.483,717.641,302.066,1415.74,227.615,2866.44,161.46,4493.14,129.088
276,37.3573,44.2409,14.4958,107.244,5.41309,-149.453,-185.877,131.787,717.203,303.105,1415.61,228.436,2866.41,162.047,4493.13,129.558
277,34.1046,46.7947,11.4924,107.607,7.9846,-149.337,-187.074,130.08,716.764,304.144,1415.47,229.257,2866.38,162.633,4493.11,130.027
278,30.678,49.1097,8.48014,107.886,10.5537,-149.178,-188.256,128.363,716.322,305.182,1415.34,230.077,2866.34,163.22,4493.1,130.496
279,27.095,51.1743,5.46122,108.081,13.1198,-148.974,-189.422,126.634,715.88,306.219,1415.21,230.898,2866.31,163.806,4493.09,130.965
280,23.3737,52.9778,2.43803,108.192,15.6819,-148.726,-190.572,124.895,715.435,307.256,1415.07,231.718,2866.28,164.393,4493.07,131.435
281,19.5332,54.5112,-0.587069,108.218,18.2394,-148.434,-191.707,123.146,714.99,308.292,1414.94,232.538,2866.24,164.979,4493.06,131.904
282,15.5931,55.7665,-3.6117,108.159,20.7915,-148.098,-192.825,121.386,714.542,309.328,1414.8,233.358,2866.21,165.566,4493.05,132.373
283,11.5734,56.7373,-6.63351,108.016,23.3374,-147.719,-193.927,119.616,714.094,310.363,1414.66,234.178,2866.17,166.152,4493.03,132.842
284,7.49471,57.4188,-9.65014,107.789,25.8764,-147.295,-195.012,117.836,713.644,311.397,1414.53,234.998,2866.14,166.739,4493.02,133.312
285,3.37781,57.8074,-12.6592,107.477,28.4078,-146.828,-196.082,116.046,713.192,312.43,1414.39,235.818,2866.11,167.325,4493,133.781
286,-0.756326,57.9012,-15.6584,107.081,30.9307,-146.318,-197.135,114.246,712.739,313.463,1414.25,236.638,2866.07,167.912,4492.99,134.25
287,-4.8866,57.6997,-18.6453,106.601,33.4445,-145.764,-198.171,112.437,712.284,314.496,1414.12,237.458,2866.04,168.498,4492.98,134.719
288,-8.99195,57.2039,-21.6177,106.039,35.9484,-145.167,-199.191,110.618,711.828,315.527,1413.98,238.278,2866,169.084,4492.96,135.189
289,-13.0514,56.4164,-24.5732,105.393,38.4416,-144.526,-200.194,108.791,711.37,316.558,1413.84,239.097,2865.97,169.671,4492.95,135.658
290,-17.0444,55.3411,-27.5094,104.665,40.9235,-143.844,-201.181,106.954,710.911,317.588,1413.7,239.917,2865.93,170.257,4492.93,136.127
291,-20.9504,53.9835,-30.4242,103.855,43.3932,-143.118,-202.151,105.108,710.45,318.618,1413.56,240.736,2865.9,170.844,4492.92,136.597
292,-24.7495,52.3507,-33.3152,102.964,45.8501,-142.35,-203.103,103.253,709.988,319.647,1413.42,241.556,2865.86,171.43,4492.9,137.066
293,-28.4224,50.4508,-36.1801,101.992,48.2934,-141.54,-204.039,101.39,709.524,320.675,1413.28,242.375,2865.83,172.016,4492.89,137.535
294,-31.9503,48.2936,-39.0167,100.941,50.7224,-140.688,-204.957,99.5177,709.059,321.703,1413.14,243.194,2865.79,172.603,4492.88,138.004
295,-35.3153,45.8901,-41.8229,99.8105,53.1364,-139.794,-205.859,97.6375,708.593,322.729,1412.99,244.014,2865.76,173.189,4492.86,138.474
296,-38.5002,43.2526,-44.5963,98.6023,55.5346,-138.859,-206.743,95.7491,708.124,323.756,1412.85,244.833,2865.72,173.775,4492.85,138.943
297,-41.4887,40.3944,-47.3349,97.317,57.9164,-137.883,-207.61,93.8527,707.655,324.781,1412.71,245.652,2865.69,174.362,4492.83,139.412
298,-44.2655,37.3302,-50.0365,95.9556,60.2811,-136.866,-208.459,91.9484,707.184,325.806,1412.57,246.47,2865.65,174.948,4492.82,139.881
299,-46.8166,34.0757,-52.699,94.5192,62.6278,-135.808,-209.291,90.0364,706.711,326.83,1412.42,247.289,2865.61,175.535,4492.8,140.351
300,-49.1289,30.6473,-55.3203,93.0089,64.9561,-134.711,-210.105,88.1169,706.237,327.854,1412.28,248.108,2865.58,176.121,4492.79,140.82
301,-51.1906,27.0625,-57.8983,91.426,67.2651,-133.573,-210.902,86.19,705.762,328.876,1412.13,248.927,2865.54,176.707,4492.77,141.289
302,-52.9912,23.3398,-60.4311,89.7715,69.5542,-132.396,-211.681,84.2559,705.285,329.899,1411.99,249.745,2865.51,177.294,4492.76,141.758
303,-54.5215,19.498,-62.9166,88.0469,71.8227,-131.179,-212.443,82.3147,704.806,330.92,1411.84,250.564,2865.47,177.88,4492.74,142.228
304,-55.7737,15.5567,-65.353,86.2535,74.0699,-129.924,-213.186,80.3666,704.326,331.941,1411.7,251.382,2865.43,178.466,4492.73,142.697
305,-56.7413,11.5361,-67.7382,84.3926,76.2951,-128.63,-213.912,78.4118,703.845,332.961,1411.55,252.2,2865.4,179.052,4492.71,143.166
306,-57.4195,7.45659,-70.0706,82.4658,78.4978,-127.298,-214.62,76.4505,703.362,333.98,1411.4,253.019,2865.36,179.639,4492.7,143.635
307,-57.8047,3.33907,-72.3481,80.4745,80.6773,-125.929,-215.31,74.4827,702.877,334.999,1411.26,253.837,2865.32,180.225,4492.68,144.104
308,-57.8951,-0.795481,-74.5691,78.4203,82.8328,-124.522,-215.982,72.5087,702.391,336.017,1411.11,254.655,2865.29,180.811,4492.67,144.574
309,-57.6901,-4.92597,-76.7317,76.3048,84.9638,-123.078,-216.635,70.5286,701.904,337.034,1410.96,255.473,2865.25,181.398,4492.65,145.043
310,-57.1907,-9.03133,-78.8344,74.1296,87.0697,-121.598,-217.271,68.5426,701.415,338.05,1410.81,256.291,2865.21,181.984,4492.64,145.512
311,-56.3996,-13.0906,-80.8755,71.8965,89.1497,-120.081,-217.888,66.5508,700.925,339.066,1410.66,257.109,2865.17,182.57,4492.62,145.981
312,-55.3207,-17.0831,-82.8533,69.6072,91.2034,-118.53,-218.487,64.5535,700.433,340.081,1410.51,257.926,2865.14,183.156,4492.61,146.451
313,-53.9595,-20.9884,-84.7663,67.2634,93.23,-116.943,-219.068,62.5508,699.94,341.096,1410.36,258.744,2865.1,183.743,4492.59,146.92
314,-52.3231,-24.7867,-86.6131,64.8671,95.2291,-115.321,-219.631,60.5428,699.445,342.109,1410.21,259.561,2865.06,184.329,4492.58,147.389
315,-50.4196,-28.4584,-88.3922,62.4201,97.1999,-113.665,-220.175,58.5298,698.949,343.122,1410.06,260.379,2865.02,184.915,4492.56,147.858
316,-48.2588,-31.9849,-90.1021,59.9242,99.142,-111.976,-220.7,56.5118,698.451,344.134,1409.91,261.196,2864.98,185.501,4492.55,148.327
317,-45.8518,-35.3483,-91.7416,57.3815,101.055,-110.253,-221.207,54.4892,697.952,345.146,1409.75,262.014,2864.95,186.087,4492.53,148.797
318,-43.2108,-38.5312,-93.3094,54.7939,102.937,-108.498,-221.696,52.4619,697.452,346.157,1409.6,262.831,2864.91,186.674,4492.52,149.266
319,-40.3492,-41.5175,-94.8042,52.1635,104.79,-106.711,-222.166,50.4303,696.95,347.167,1409.45,263.648,2864.87,187.26,4492.5,149.735
320,-37.2818,-44.2919,-96.2249,49.4923,106.611,-104.892,-222.617,48.3944,696.446,348.176,1409.29,264.465,2864.83,187.846,4492.48,150.204
321,-34.0241,-46.8402,-97.5703,46.7825,108.401,-103.042,-223.05,46.3545,695.941,349.185,1409.14,265.282,2864.79,188.432,4492.47,150.674
322,-30.5927,-49.1496,-98.8395,44.036,110.158,-101.162,-223.464,44.3107,695.435,350.192,1408.99,266.099,2864.75,189.018,4492.45,151.143
323,-27.0052,-51.208,-100.031,41.2551,111.883,-99.2511,-223.859,42.2632,694.927,351.2,1408.83,266.915,2864.72,189.605,4492.44,151.612
324,-23.2799,-53.0051,-101.145,38.4419,113.575,-97.3112,-224.236,40.2121,694.418,352.206,1408.67,267.732,2864.68,190.191,4492.42,152.081
325,-19.4357,-54.5317,-102.179,35.5987,115.233,-95.3426,-224.594,38.1577,693.907,353.212,1408.52,268.549,2864.64,190.777,4492.4,152.55
326,-15.4923,-55.7799,-103.134,32.7276,116.857,-93.3456,-224.933,36.1001,693.395,354.216,1408.36,269.365,2864.6,191.363,4492.39,153.02
327,-11.4699,-56.7434,-104.008,29.831,118.447,-91.3211,-225.253,34.0394,692.881,355.221,1408.21,270.182,2864.56,191.949,4492.37,153.489
328,-7.38892,-57.4173,-104.801,26.911,120.001,-89.2695,-225.554,31.9759,692.366,356.224,1408.05,270.998,2864.52,192.535,4492.36,153.958
329,-3.27022,-57.7981,-105.511,23.97,121.52,-87.1915,-225.836,29.9098,691.849,357.227,1407.89,271.814,2864.48,193.121,4492.34,154.427
330,0.865174,-57.8839,-106.14,21.0102,123.003,-85.0876,-226.1,27.8411,691.331,358.229,1407.73,272.63,2864.44,193.707,4492.32,154.896
331,4.99616,-57.6742,-106.685,18.034,124.45,-82.9586,-226.344,25.7701,690.812,359.23,1407.57,273.446,2864.4,194.294,4492.31,155.366
332,9.10164,-57.1701,-107.146,15.0437,125.859,-80.805,-226.57,23.6969,690.291,360.23,1407.41,274.262,2864.36,194.88,4492.29,155.835
333,13.1607,-56.3742,-107.524,12.0416,127.232,-78.6275,-226.776,21.6217,689.768,361.23,1407.25,275.078,2864.32,195.466,4492.28,156.304
334,17.1525,-55.2905,-107.818,9.0301,128.566,-76.4266,-226.964,19.5448,689.244,362.229,1407.09,275.894,2864.28,196.052,4492.26,156.773
335,21.0568,-53.9246,-108.028,6.01154,129.863,-74.2032,-227.132,17.4661,688.719,363.227,1406.93,276.709,2864.24,196.638,4492.24,157.242
336,24.8536,-52.2835,-108.153,2.98828,131.121,-71.9578,-227.281,15.3861,688.192,364.224,1406.77,277.525,2864.2,197.224,4492.23,157.712
337,28.5235,-50.3754,-108.193,-0.0373121,132.34,-69.6911,-227.412,13.3047,687.664,365.221,1406.61,278.34,2864.16,197.81,4492.21,158.181
338,32.0479,-48.2102,-108.149,-3.06288,133.521,-67.4037,-227.523,11.2222,687.135,366.217,1406.45,279.156,2864.12,198.396,4492.19,158.65
